"","output_prefix","name","motif_id","cluster","total_tfbs","CD8_Good_mean_score","CD8_Good_bound","CD8_Poor_mean_score","CD8_Poor_bound","CD8_Good_CD8_Poor_change","CD8_Good_CD8_Poor_pvalue","CD8_Good_CD8_Poor_highlighted","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"149","ZNF75D_MA1601.2","ZNF75D","MA1601.2","C_ZNF75D",10485,0.55264,450,0.6608,552,-0.01178,1.45541e-22,"False","Not Significant",21.8370146454034,5,"Capped"
"150","BACH1_MA1633.2","BACH1","MA1633.2","C_fos-1",6437,0.51702,326,0.61196,358,0.00834,2.78045e-10,"False","Not Significant",9.55588491030452,5,"Capped"
"151","ARNTHIF1A_MA0259.2","ARNT::HIF1A","MA0259.2","C_ARNT::HIF1A",25548,0.80348,3063,0.90876,3387,0.01056,4.84738e-28,"False","Not Significant",27.3144929333545,5,"Capped"
"152","HOXB1_MA2093.1","HOXB1","MA2093.1","C_otp",5568,0.38134,101,0.43961,119,0.05968,1.20212e-68,"False","Up_CD8_Good",67.9200521773112,5,"Capped"
"153","PAX8_MA2094.1","PAX8","MA2094.1","C_sv",2554,0.82153,326,0.91985,349,0.02564,2.22836e-19,"False","Not Significant",18.6520146459114,5,"Capped"
"154","ZNF524_MA2096.1","ZNF524","MA2096.1","C_ZNF524",6719,0.61977,322,0.75157,449,-0.04698,1.15472e-63,"False","Not Significant",62.9375233120463,5,"Capped"
"155","ZNF75A_MA2097.1","ZNF75A","MA2097.1","C_ZNF75A",11948,0.50412,445,0.61607,541,-0.0238,6.19617e-48,"False","Not Significant",47.2078766753142,5,"Capped"
"156","ZNF766_MA2098.1","ZNF766","MA2098.1","C_ZNF766",14314,0.47276,442,0.55023,518,0.02691,1.22829e-55,"False","Not Significant",54.9106990839028,5,"Capped"
"157","ZNF770_MA2099.1","ZNF770","MA2099.1","C_ZNF770",23766,0.64388,1572,0.76575,1931,-0.02136,4.52998e-57,"False","Not Significant",56.3439037154063,5,"Capped"
"158","ZSCAN16_MA2100.1","ZSCAN16","MA2100.1","C_ZSCAN16",8294,0.53306,356,0.62148,412,0.01367,1.38004e-25,"False","Not Significant",24.8601083255353,5,"Capped"
"159","ZNF677_MA2101.1","ZNF677","MA2101.1","C_ZNF677",14609,0.426,301,0.49781,342,0.03633,1.44997e-65,"False","Not Significant",64.8386409832611,5,"Capped"
"160","ZBTB17_MA2102.1","ZBTB17","MA2102.1","C_Pax7",2231,0.39464,40,0.4283,45,0.06449,1.26725e-50,"False","Up_CD8_Good",49.8971377001046,5,"Capped"
"161","FOXP4_MA2117.1","FOXP4","MA2117.1","C_FKH1",8151,0.41814,241,0.50837,276,-0.00143,0.9376,"False","Not Significant",0.0279824013259846,0.0279824013259846,"Not Capped"
"162","FOXS1_MA2118.1","FOXS1","MA2118.1","C_FKH1",10441,0.41666,275,0.50016,316,0.01491,2.44019e-25,"False","Not Significant",24.612576356965,5,"Capped"
"163","HOXA3_MA2119.1","HOXA3","MA2119.1","C_otp",3662,0.35881,43,0.41429,52,0.06466,3.29791e-56,"False","Up_CD8_Good",55.4817612004309,5,"Capped"
"164","ZNF184_MA2120.1","ZNF184","MA2120.1","C_ZNF184",14150,0.50122,553,0.5913,634,0.00907,4.59723e-21,"False","Not Significant",20.3375037678981,5,"Capped"
"165","ZNF213_MA2121.1","ZNF213","MA2121.1","C_ZNF213",34547,0.68601,2581,0.83485,3334,-0.05878,1.33834e-104,"True","Up_CD8_Poor",103.873433541751,5,"Capped"
"166","BCL11A_MA2324.1","BCL11A","MA2324.1","C_BCL11A",14698,0.47632,488,0.58295,562,-0.01778,3.31848e-39,"False","Not Significant",38.4790607954442,5,"Capped"
"167","EPAS1_MA2325.1","EPAS1","MA2325.1","C_ARNT::HIF1A",2187,0.99141,371,1.12177,400,-0.00138,0.0523125,"False","Not Significant",1.28139452466266,1.28139452466266,"Not Capped"
"168","IKZF2_MA2326.1","IKZF2","MA2326.1","C_IKZF2",49449,0.59117,2757,0.70844,3290,-0.02379,1.29174e-71,"False","Not Significant",70.8888248918583,5,"Capped"
"169","PGR_MA2327.1","PGR","MA2327.1","C_PGR",5096,0.45361,129,0.54158,177,0.01954,1.19195e-23,"False","Not Significant",22.9237419620283,5,"Capped"
"170","ZBED4_MA2328.1","ZBED4","MA2328.1","C_ZBED4",31914,1.22061,7779,1.39867,9218,-0.05629,1.05343e-102,"True","Up_CD8_Poor",101.977394317791,5,"Capped"
"171","ZBTB11_MA2329.1","ZBTB11","MA2329.1","C_FLI1",11006,1.03533,2315,1.16079,2651,-0.00052,0.102354,"False","Not Significant",0.989895180417375,0.989895180417375,"Not Capped"
"172","ZBTB24_MA2330.1","ZBTB24","MA2330.1","C_ZBTB24",19049,0.73792,1574,0.88775,1905,-0.0579,3.10194e-92,"True","Up_CD8_Poor",91.5083666068838,5,"Capped"
"173","ZNF157_MA2331.1","ZNF157","MA2331.1","C_ZNF157",6867,0.43051,152,0.48887,177,0.05993,8.95719e-71,"False","Up_CD8_Good",70.0478282134291,5,"Capped"
"174","ZNF175_MA2332.1","ZNF175","MA2332.1","C_Erg",18165,0.61708,1150,0.7303,1402,-0.01385,1.22085e-36,"False","Not Significant",35.9133376924631,5,"Capped"
"175","ZNF35_MA2333.1","ZNF35","MA2333.1","C_ZNF35",12152,0.36791,172,0.40744,167,0.08271,2.39533e-97,"False","Up_CD8_Good",96.6206346462134,5,"Capped"
"176","ZNF547_MA2334.1","ZNF547","MA2334.1","C_ZNF547",7708,0.44347,200,0.53331,244,0.00339,1.46514e-05,"False","Not Significant",4.83412087474846,4.83412087474846,"Not Capped"
"177","ZNF558_MA2335.1","ZNF558","MA2335.1","C_ZNF558",28486,0.33519,209,0.37654,239,0.08447,2.02278e-112,"True","Up_CD8_Good",111.694051349054,5,"Capped"
"178","ZSCAN21_MA2336.1","ZSCAN21","MA2336.1","C_ZSCAN21",4861,0.45641,154,0.55563,172,-0.0126,1.11952e-14,"False","Not Significant",13.9509681434319,5,"Capped"
"179","FEZF2_MA2341.1","FEZF2","MA2341.1","C_FEZF2",35151,0.50068,1312,0.62035,1645,-0.03379,5.40429e-77,"False","Not Significant",76.2672613543168,5,"Capped"
"180","ALX3_MA0634.2","ALX3","MA0634.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"181","TBX21_MA0690.3","TBX21","MA0690.3","C_TBX4",8682,0.46608,282,0.55858,313,0.00629,2.13336e-08,"False","Not Significant",7.67093585208868,5,"Capped"
"182","ARGFX_MA1463.2","ARGFX","MA1463.2","C_otp",5470,0.35526,57,0.38984,61,0.10152,1.22341e-91,"True","Up_CD8_Good",90.912427973955,5,"Capped"
"183","ARNT2_MA1464.2","ARNT2","MA1464.2","C_ARNT2",3456,1.0247,775,1.12271,856,0.02552,4.00147e-26,"False","Not Significant",25.3977804347698,5,"Capped"
"184","ASCL1_MA1100.3","ASCL1","MA1100.3","C_MBD2",9578,0.64145,607,0.7837,752,-0.05457,6.61578e-80,"False","Up_CD8_Poor",79.1794189451687,5,"Capped"
"185","ASCL1_MA1631.2","ASCL1","MA1631.2","C_ZEB1",17634,0.62215,990,0.75347,1184,-0.04001,2.55191e-72,"False","Not Significant",71.5931346462489,5,"Capped"
"186","ATF2_MA1632.2","ATF2","MA1632.2","C_JDP2",9417,0.58241,794,0.65392,843,0.04251,6.81091e-66,"False","Not Significant",65.1667948584873,5,"Capped"
"187","ATF3_MA0605.3","ATF3","MA0605.3","C_JDP2",2907,1.02967,716,1.09962,759,0.07493,5.36563e-65,"False","Up_CD8_Good",64.2703792784584,5,"Capped"
"188","ATF4_MA0833.3","ATF4","MA0833.3","C_CEBPG",8445,0.40597,253,0.47715,267,0.03288,4.19631e-54,"False","Not Significant",53.377132436037,5,"Capped"
"189","ATF6_MA1466.2","ATF6","MA1466.2","C_CREB3",3601,0.83622,546,0.95975,604,-0.0112,5.29459e-08,"False","Not Significant",7.2761676649487,5,"Capped"
"190","ATF7_MA0834.2","ATF7","MA0834.2","C_JDP2",2611,1.00803,637,1.06822,671,0.08712,2.64716e-67,"False","Up_CD8_Good",66.57721980822,5,"Capped"
"191","MAFK_MA0496.4","MAFK","MA0496.4","C_MAFK",12759,0.51901,584,0.64185,679,-0.03186,1.19556e-61,"False","Not Significant",60.9224286236343,5,"Capped"
"192","BACH2_MA1101.3","BACH2","MA1101.3","C_fos-1",4597,0.50169,207,0.62031,224,-0.03083,1.49649e-39,"False","Not Significant",38.8249261809015,5,"Capped"
"193","BACH2_MA1470.2","BACH2","MA1470.2","C_BACH2",4412,0.56899,309,0.61369,332,0.09258,5.55337e-85,"False","Up_CD8_Good",84.2554433901678,5,"Capped"
"194","BARHL1_MA0877.4","BARHL1","MA0877.4","C_BARHL1",3557,0.64663,234,0.71016,252,0.04919,1.87906e-49,"False","Not Significant",48.7260593522822,5,"Capped"
"195","BARHL2_MA0635.2","BARHL2","MA0635.2","C_BARHL1",3557,0.64663,234,0.71016,252,0.04919,1.87906e-49,"False","Not Significant",48.7260593522822,5,"Capped"
"196","BARX1_MA0875.2","BARX1","MA0875.2","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"197","BARX2_MA1471.2","BARX2","MA1471.2","C_BARX2",12661,0.32863,118,0.37778,132,0.07147,3.91117e-92,"False","Up_CD8_Good",91.4076933069174,5,"Capped"
"198","BATF_MA1634.2","BATF","MA1634.2","C_fos-1",5392,0.5012,205,0.61589,240,-0.02069,7.65867e-24,"False","Not Significant",23.1158466431366,5,"Capped"
"199","BATFJUN_MA0462.3","BATF::JUN","MA0462.3","C_fos-1",5392,0.5012,205,0.61589,240,-0.02069,7.65867e-24,"False","Not Significant",23.1158466431366,5,"Capped"
"200","JUN_MA0488.2","JUN","MA0488.2","C_JDP2",8947,0.58335,768,0.65275,826,0.04971,5.78377e-74,"False","Not Significant",73.2377889857199,5,"Capped"
"201","BATF3_MA0835.3","BATF3","MA0835.3","C_fos-1",5392,0.5012,205,0.61589,240,-0.02069,7.65867e-24,"False","Not Significant",23.1158466431366,5,"Capped"
"202","BCL6_MA0463.3","BCL6","MA0463.3","C_BCL6",6918,0.51001,301,0.60026,346,0.0159,5.69471e-24,"False","Not Significant",23.2445283872313,5,"Capped"
"203","BHLHE22_MA1635.2","BHLHE22","MA1635.2","C_MBD2",25544,0.57488,1321,0.7135,1618,-0.05999,3.58723e-100,"True","Up_CD8_Poor",99.4452407770657,5,"Capped"
"204","BHLHE23_MA0817.2","BHLHE23","MA0817.2","C_OLIG1",3136,0.39553,37,0.42726,36,0.08218,6.33067e-71,"False","Up_CD8_Good",70.1985503244369,5,"Capped"
"205","BHLHE40_MA0464.3","BHLHE40","MA0464.3","C_BHLHE40",2778,0.92604,514,1.02862,557,0.009,2.8043e-05,"False","Not Significant",4.55217552801804,4.55217552801804,"Not Capped"
"206","BNC2_MA1928.2","BNC2","MA1928.2","C_fos-1",5392,0.5012,205,0.61589,240,-0.02069,7.65867e-24,"False","Not Significant",23.1158466431366,5,"Capped"
"207","BSX_MA0876.2","BSX","MA0876.2","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"208","CDX2_MA0465.3","CDX2","MA0465.3","C_HOXB13",13967,0.4389,334,0.4544,320,0.12888,3.95642e-117,"True","Up_CD8_Good",116.402697611412,5,"Capped"
"209","CDX4_MA1473.2","CDX4","MA1473.2","C_HOXA10",12377,0.40993,250,0.43485,237,0.10981,6.65072e-114,"True","Up_CD8_Good",113.177131335885,5,"Capped"
"210","CEBPA_MA0102.5","CEBPA","MA0102.5","C_atf-2",9128,0.38056,144,0.46091,171,0.01998,1.11955e-34,"False","Not Significant",33.9509565057123,5,"Capped"
"211","CEBPB_MA0466.4","CEBPB","MA0466.4","C_atf-2",1477,0.58001,95,0.65315,94,0.03416,3.70931e-21,"False","Not Significant",20.430706869647,5,"Capped"
"212","CEBPD_MA0836.3","CEBPD","MA0836.3","C_CEBPD",9640,0.41127,211,0.50069,271,0.00412,8.6298e-06,"False","Not Significant",5.06399926916345,5,"Capped"
"213","CEBPE_MA0837.3","CEBPE","MA0837.3","C_atf-2",1766,0.54333,99,0.61031,96,0.04392,5.17141e-40,"False","Not Significant",39.286391029105,5,"Capped"
"214","CEBPG_MA1636.2","CEBPG","MA1636.2","C_CEBPG",9421,0.38969,223,0.45804,240,0.03807,9.16587e-64,"False","Not Significant",63.0378263066683,5,"Capped"
"215","CLOCK_MA0819.3","CLOCK","MA0819.3","C_PHYPA_008731",2183,0.71337,201,0.81563,227,0.00262,0.00776503,"False","Not Significant",2.10985686204627,2.10985686204627,"Not Capped"
"216","CREB1_MA0018.5","CREB1","MA0018.5","C_JDP2",10542,0.54117,765,0.62964,821,0.00636,4.33784e-07,"False","Not Significant",6.36272647085539,5,"Capped"
"217","CREB3_MA0638.2","CREB3","MA0638.2","C_CREB3",3195,1.02324,735,1.12607,773,0.02642,7.63727e-28,"False","Not Significant",27.1170618555363,5,"Capped"
"218","CREB3L1_MA0839.2","CREB3L1","MA0839.2","C_CREB3",3957,0.75839,506,0.89217,553,-0.04397,3.69157e-54,"False","Not Significant",53.4327888920186,5,"Capped"
"219","CREB3L4_MA1474.2","CREB3L4","MA1474.2","C_CREB3L4",3789,0.91936,676,1.05226,728,-0.02377,2.42758e-24,"False","Not Significant",23.6148264491703,5,"Capped"
"220","CREB3L4_MA1475.2","CREB3L4","MA1475.2","C_JDP2",2813,1.20755,864,1.28288,912,0.08853,1.38466e-65,"False","Up_CD8_Good",64.8586568534957,5,"Capped"
"221","CREM_MA0609.3","CREM","MA0609.3","C_JDP2",3363,1.0252,814,1.11007,860,0.05188,1.45319e-51,"False","Up_CD8_Good",50.8376775993586,5,"Capped"
"222","CTCF_MA0139.2","CTCF","MA0139.2","C_CTCF",18139,0.84829,2384,0.97349,2689,-0.0229,6.85609e-53,"False","Not Significant",52.163923490057,5,"Capped"
"223","CTCF_MA1929.2","CTCF","MA1929.2","C_CTCF",14843,0.74808,1474,0.87436,1664,-0.02725,9.06102e-60,"False","Not Significant",59.0428229109946,5,"Capped"
"224","CTCF_MA1930.2","CTCF","MA1930.2","C_CTCF",13745,0.75399,1365,0.88733,1591,-0.03923,6.91955e-73,"False","Not Significant",72.1599221481547,5,"Capped"
"225","CTCFL_MA1102.3","CTCFL","MA1102.3","C_CTCFL",14133,0.94984,2265,1.09984,2659,-0.04044,3.26811e-71,"False","Not Significant",70.4857033341503,5,"Capped"
"226","CUX1_MA0754.3","CUX1","MA0754.3","C_ONECUT1",2618,0.41515,53,0.43051,55,0.1382,4.174e-89,"True","Up_CD8_Good",88.3794475552706,5,"Capped"
"227","HOXB13_MA0901.3","HOXB13","MA0901.3","C_HOXB13",20681,0.38631,395,0.41838,368,0.10127,2.38518e-117,"True","Up_CD8_Good",116.622478840919,5,"Capped"
"228","CUX2_MA0755.2","CUX2","MA0755.2","C_ONECUT1",2842,0.39276,44,0.4082,50,0.14356,1.09985e-94,"True","Up_CD8_Good",93.9586665408548,5,"Capped"
"229","DBP_MA0639.2","DBP","MA0639.2","C_vri",2823,0.49761,166,0.57154,186,0.03447,1.34877e-29,"False","Not Significant",28.8700621024015,5,"Capped"
"230","DLX1_MA0879.3","DLX1","MA0879.3","C_B-H2",9415,0.3901,220,0.43357,242,0.08861,4.36082e-99,"False","Up_CD8_Good",98.3604318391739,5,"Capped"
"231","DLX6_MA0882.2","DLX6","MA0882.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"232","DMRT3_MA0610.2","DMRT3","MA0610.2","C_DMRT3",8878,0.40031,179,0.46735,212,0.04489,1.16073e-60,"False","Not Significant",59.935268790724,5,"Capped"
"233","DMRTA1_MA1707.2","DMRTA1","MA1707.2","C_DMRTA1",6259,0.35852,84,0.42208,106,0.05088,3.1967e-67,"False","Not Significant",66.4952981189545,5,"Capped"
"234","DMRTA2_MA1478.2","DMRTA2","MA1478.2","C_DMRTA2",9864,0.44672,273,0.52178,326,0.03732,1.55763e-57,"False","Not Significant",56.8075356968829,5,"Capped"
"235","DMRTC2_MA1479.2","DMRTC2","MA1479.2","C_DMRTC2",7385,0.36196,106,0.42169,132,0.05705,2.07767e-73,"False","Up_CD8_Good",72.6824234310618,5,"Capped"
"236","DPRX_MA1480.2","DPRX","MA1480.2","C_DPRX",4809,0.39959,94,0.48175,95,0.01321,7.96086e-15,"False","Not Significant",14.0990400135337,5,"Capped"
"237","DRGX_MA1481.2","DRGX","MA1481.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"238","E2F2_MA0864.3","E2F2","MA0864.3","C_E2F4",2055,0.85475,266,0.98005,301,-0.02834,4.38093e-23,"False","Not Significant",22.3584336860724,5,"Capped"
"239","E2F3_MA0469.4","E2F3","MA0469.4","C_E2FC",1759,0.62015,113,0.66465,122,0.09736,4.14069e-66,"True","Up_CD8_Good",65.3829272824967,5,"Capped"
"240","ONECUT2_MA0756.3","ONECUT2","MA0756.3","C_ONECUT1",2895,0.45116,66,0.47919,70,0.12043,4.67876e-86,"True","Up_CD8_Good",85.3298692316509,5,"Capped"
"241","E2F4_MA0470.3","E2F4","MA0470.3","C_E2F4",1832,0.94862,294,1.066,331,0.00273,0.171109,"False","Not Significant",0.766727146814589,0.766727146814589,"Not Capped"
"242","E2F6_MA0471.3","E2F6","MA0471.3","C_UGA3",16716,0.86886,2003,1.00626,2449,-0.02196,1.82102e-47,"False","Not Significant",46.7396852843852,5,"Capped"
"243","E2F8_MA0865.3","E2F8","MA0865.3","C_E2F8",5919,1.00683,938,1.13757,1108,-0.00855,5.26751e-10,"False","Not Significant",9.27839463124132,5,"Capped"
"244","EBF1_MA0154.5","EBF1","MA0154.5","C_EBF1",12399,0.62322,678,0.76464,863,-0.05387,5.17085e-81,"False","Up_CD8_Poor",80.2864380603941,5,"Capped"
"245","EBF3_MA1637.2","EBF3","MA1637.2","C_Ebf2",12482,0.63233,643,0.75894,818,-0.03559,1.07692e-61,"False","Not Significant",60.9678165574717,5,"Capped"
"246","EGR1_MA0162.5","EGR1","MA0162.5","C_EGR1",15049,1.07977,2918,1.23835,3509,-0.04935,1.03376e-79,"False","Not Significant",78.9855802763039,5,"Capped"
"247","EGR3_MA0732.2","EGR3","MA0732.2","C_EGR1",13362,1.14852,2918,1.30288,3438,-0.03302,1.95853e-57,"False","Not Significant",56.7080697717114,5,"Capped"
"248","EGR4_MA0733.2","EGR4","MA0733.2","C_EGR1",13326,1.06936,2587,1.22699,3089,-0.04837,2.56022e-76,"False","Not Significant",75.5917227141097,5,"Capped"
"249","EHF_MA0598.4","EHF","MA0598.4","C_Erg",18377,0.69767,1813,0.81477,2085,-0.0182,5.98862e-46,"False","Not Significant",45.2226732436263,5,"Capped"
"250","ELF1_MA0473.4","ELF1","MA0473.4","C_Erg",20240,0.67384,1715,0.79282,1989,-0.02196,2.03992e-53,"False","Not Significant",52.6903868640642,5,"Capped"
"251","ELF2_MA1483.3","ELF2","MA1483.3","C_ELF2",9394,0.95183,1765,1.07615,1987,-0.01063,2.1483e-18,"False","Not Significant",17.6679050715539,5,"Capped"
"252","ELF3_MA0640.3","ELF3","MA0640.3","C_Erg",21353,0.62752,1549,0.74238,1824,-0.01946,1.40976e-48,"False","Not Significant",47.8508548161016,5,"Capped"
"253","ELK1_MA0028.3","ELK1","MA0028.3","C_FLI1",6006,1.23664,1765,1.34781,1957,0.04068,1.01946e-50,"False","Not Significant",49.991629809729,5,"Capped"
"254","EOMES_MA0800.2","EOMES","MA0800.2","C_TBX4",8294,0.46105,255,0.54778,290,0.01643,1.25831e-30,"False","Not Significant",29.9002123519718,5,"Capped"
"255","ETV7_MA1708.2","ETV7","MA1708.2","C_ETV6",11144,0.90896,1913,1.03457,2178,-0.01544,8.86288e-33,"False","Not Significant",32.0524251308368,5,"Capped"
"256","HOXA1_MA1495.2","HOXA1","MA1495.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"257","ELK1HOXB13_MA1932.2","ELK1::HOXB13","MA1932.2","C_ELK1::HOXB13",4803,0.79466,628,0.88393,724,0.03464,9.13409e-44,"False","Not Significant",43.0393347135183,5,"Capped"
"258","PAX1_MA0779.2","PAX1","MA0779.2","C_sv",2659,0.7127,246,0.79161,258,0.04994,5.11206e-45,"False","Not Significant",44.2914040575265,5,"Capped"
"259","PAX5_MA0014.4","PAX5","MA0014.4","C_PAX5",3186,0.92493,519,1.0403,563,0.00207,0.0610953,"False","Not Significant",1.21399219831025,1.21399219831025,"Not Capped"
"260","PAX9_MA0781.2","PAX9","MA0781.2","C_sv",3070,0.69783,281,0.79298,300,0.01464,1.97773e-14,"False","Not Significant",13.7038329986407,5,"Capped"
"261","SPDEF_MA0686.2","SPDEF","MA0686.2","C_SPDEF",4964,0.94621,902,1.07622,1024,-0.02109,2.89862e-26,"False","Not Significant",25.5378087155592,5,"Capped"
"262","ELK1SREBF2_MA1933.2","ELK1::SREBF2","MA1933.2","C_ELK1::SREBF2",5272,1.06421,1199,1.18447,1356,0.00551,0.0126779,"False","Not Significant",1.89695267815321,1.89695267815321,"Not Capped"
"263","SREBF2_MA0828.3","SREBF2","MA0828.3","C_SREBP",3617,0.74096,547,0.81664,558,0.02707,2.81141e-30,"False","Not Significant",29.5510758147436,5,"Capped"
"264","TEF_MA0843.2","TEF","MA0843.2","C_vri",3174,0.445,130,0.50751,131,0.04905,2.51817e-48,"False","Not Significant",47.5989149543037,5,"Capped"
"265","ELK3_MA0759.3","ELK3","MA0759.3","C_FLI1",6574,1.32901,2166,1.43901,2397,0.04983,3.63017e-61,"False","Not Significant",60.4400730365801,5,"Capped"
"266","ELK4_MA0076.3","ELK4","MA0076.3","C_FLI1",11123,1.10181,2624,1.22167,2935,0.00779,1.58832e-14,"False","Not Significant",13.7990619954646,5,"Capped"
"267","EMX1_MA0612.3","EMX1","MA0612.3","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"268","EMX2_MA0886.2","EMX2","MA0886.2","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"269","EN1_MA0027.3","EN1","MA0027.3","C_otp",5499,0.34207,52,0.38696,64,0.08463,6.18798e-78,"False","Up_CD8_Good",77.2084510986417,5,"Capped"
"270","EN2_MA0642.3","EN2","MA0642.3","C_Dr",4417,0.41112,136,0.46881,157,0.06364,2.58151e-68,"False","Up_CD8_Good",67.5881261882862,5,"Capped"
"271","ERF_MA0760.2","ERF","MA0760.2","C_FLI1",6767,1.01653,1419,1.12109,1577,0.02722,3.39665e-38,"False","Not Significant",37.4689492017022,5,"Capped"
"272","ERFFIGLA_MA1934.2","ERF::FIGLA","MA1934.2","C_ETV5::FIGLA",9830,0.70661,806,0.8268,993,-0.01408,4.1564e-22,"False","Not Significant",21.3812826638498,5,"Capped"
"273","FIGLA_MA0820.2","FIGLA","MA0820.2","C_ZEB1",42756,0.5582,1927,0.68473,2335,-0.04067,3.52702e-100,"False","Not Significant",99.4525920776546,5,"Capped"
"274","ERFFOXI1_MA1935.2","ERF::FOXI1","MA1935.2","C_FOXJ2::ELF1",15926,0.59378,975,0.68678,1118,0.01648,1.3596e-29,"False","Not Significant",28.866588844089,5,"Capped"
"275","ERFFOXO1_MA1936.2","ERF::FOXO1","MA1936.2","C_ERF::FOXO1",15142,0.52359,620,0.6122,757,0.01779,9.48386e-38,"False","Not Significant",37.0230148656677,5,"Capped"
"276","ERFHOXB13_MA1937.2","ERF::HOXB13","MA1937.2","C_ERF::HOXB13",6626,0.51761,324,0.58317,362,0.05544,1.31242e-66,"False","Up_CD8_Good",65.8819271600115,5,"Capped"
"277","MAX_MA0058.4","MAX","MA0058.4","C_PHYPA_008731",6875,0.90491,1170,1.01537,1299,0.00375,0.00159929,"False","Not Significant",2.79607277829242,2.79607277829242,"Not Capped"
"278","ERFNHLH1_MA1938.2","ERF::NHLH1","MA1938.2","C_ERF::NHLH1",11249,0.74648,1082,0.87804,1303,-0.02771,1.56438e-51,"False","Not Significant",50.8056577449733,5,"Capped"
"279","NHLH1_MA0048.3","NHLH1","MA0048.3","C_MBD2",13142,0.64517,872,0.7948,1069,-0.06955,1.14698e-91,"True","Up_CD8_Poor",90.9404441548671,5,"Capped"
"280","ERFSREBF2_MA1939.2","ERF::SREBF2","MA1939.2","C_ERF::SREBF2",4289,0.71983,492,0.82265,566,0.00092,0.364059,"False","Not Significant",0.438828228169524,0.438828228169524,"Not Capped"
"281","ESR1_MA0112.4","ESR1","MA0112.4","C_ESR2",5658,0.53783,233,0.66665,287,-0.05045,5.34364e-60,"False","Not Significant",59.2721628078828,5,"Capped"
"282","ESRRA_MA0592.4","ESRRA","MA0592.4","C_ESRRA",8128,0.46907,228,0.56747,269,-0.00759,1.36772e-07,"False","Not Significant",6.86400280239757,5,"Capped"
"283","ESRRB_MA0141.4","ESRRB","MA0141.4","C_ESRRA",7756,0.45422,191,0.55399,230,-0.00976,1.21402e-14,"False","Not Significant",13.9157741585506,5,"Capped"
"284","ESX1_MA0644.3","ESX1","MA0644.3","C_otp",4286,0.34904,42,0.39341,52,0.08435,7.74388e-73,"False","Up_CD8_Good",72.1110413855217,5,"Capped"
"285","ETS1_MA0098.4","ETS1","MA0098.4","C_FLI1",7904,1.05393,1766,1.1601,1987,0.02987,4.57781e-45,"False","Not Significant",44.3393422364898,5,"Capped"
"286","ETS2_MA1484.2","ETS2","MA1484.2","C_FLI1",7037,1.06847,1581,1.18619,1785,0.01613,4.00689e-28,"False","Not Significant",27.3971925799653,5,"Capped"
"287","ETV1_MA0761.3","ETV1","MA0761.3","C_Erg",21833,0.60976,1331,0.72872,1605,-0.02517,1.93468e-61,"False","Not Significant",60.7133908578941,5,"Capped"
"288","ETV2_MA0762.2","ETV2","MA0762.2","C_ETV2",7529,0.84893,1076,0.95773,1201,0.004,0.0679358,"False","Not Significant",1.16790130605602,1.16790130605602,"Not Capped"
"289","ETV2DRGX_MA1940.2","ETV2::DRGX","MA1940.2","C_ETV5::DRGX",5678,0.51339,276,0.57884,309,0.05435,7.15896e-62,"False","Up_CD8_Good",61.145150064154,5,"Capped"
